id,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price,latitude,longitude,car_age,gas_fueled,diesel_fueled,hybrid_fueled,electric_fueled,front_wheel_drive,four_wheel_drive,rear_wheel_drive,automatic_transmission,manual_transmission
11480,2011,bmw,,6.0,gas,85400,rebuilt,automatic,fwd,compact,sedan,blue,5877,43.074761,-89.3837613,12,1,0,0,0,1,0,0,1,0
11481,2011,audi,,4.0,gas,115810,salvage,automatic,fwd,midsize,sedan,black,6396,41.4996574,-81.6936772,12,1,0,0,0,1,0,0,1,0
11482,2013,toyota,5.0,4.0,gas,82258,salvage,other,fwd,compact,sedan,grey,17692,40.5887558,-75.564283,10,1,0,0,0,1,0,0,0,0
11483,2014,toyota,5.0,4.0,gas,169752,clean,manual,fwd,fullsize,sedan,silver,14091,31.9061867,-102.2839569,9,1,0,0,0,1,0,0,0,1
11484,2013,buick,5.0,6.0,gas,120952,clean,automatic,fwd,midsize,coupe,black,17838,26.2981263,-98.2075117,10,1,0,0,0,1,0,0,1,0
11485,2000,toyota,5.0,4.0,other,114130,clean,automatic,fwd,midsize,hatchback,red,8554,44.878019050000006,-93.2209280537696,23,0,0,0,0,1,0,0,1,0
11486,2013,toyota,2.0,4.0,gas,193255,clean,automatic,fwd,midsize,other,white,10008,38.8950368,-77.0365427,10,1,0,0,0,1,0,0,1,0
11487,2004,toyota,0.0,4.0,gas,180528,clean,manual,4wd,fullsize,pickup,green,1382,35.0841034,-106.650985,19,1,0,0,0,0,1,0,0,1
11488,2006,ford,5.0,6.0,gas,95057,clean,automatic,fwd,compact,sedan,blue,3415,39.830107,-74.978493,17,1,0,0,0,1,0,0,1,0
11489,1982,chevrolet,2.0,8.0,gas,-1,clean,manual,rwd,fullsize,pickup,black,3557,47.6438308,-117.4426685,41,1,0,0,0,0,0,1,0,1
11490,2014,honda,,4.0,gas,93212,salvage,automatic,fwd,midsize,sedan,black,8970,44.878019050000006,-93.2209280537696,9,1,0,0,0,1,0,0,1,0
11491,2014,ford,5.0,6.0,gas,107881,rebuilt,automatic,4wd,midsize,truck,red,32961,32.89651945,-97.0465220537124,9,1,0,0,0,0,1,0,1,0
11492,2013,chrysler,5.0,6.0,gas,119823,clean,automatic,fwd,midsize,sedan,silver,6259,35.2272086,-80.8430827,10,1,0,0,0,1,0,0,1,0
11493,2009,chevrolet,5.0,8.0,diesel,86552,clean,automatic,4wd,fullsize,suv,black,13613,39.830107,-74.978493,14,0,1,0,0,0,1,0,1,0
11494,2009,honda,,4.0,gas,102012,clean,manual,fwd,midsize,sedan,white,6577,41.7962409,-71.5992372,14,1,0,0,0,1,0,0,0,1
11495,2009,ford,5.0,6.0,other,66664,clean,manual,rwd,fullsize,coupe,black,5603,45.709097,-68.8590201,14,0,0,0,0,0,0,1,0,1
11496,2007,ram,5.0,8.0,diesel,207949,clean,manual,4wd,fullsize,truck,silver,18200,37.104153,-113.5841313,16,0,1,0,0,0,1,0,0,1
11497,2017,ford,5.0,4.0,gas,179069,clean,automatic,4wd,midsize,suv,silver,8775,46.7811048,-92.104329249445,6,1,0,0,0,0,1,0,1,0
11498,2015,hyundai,5.0,4.0,gas,123798,clean,automatic,fwd,compact,suv,silver,13474,39.830107,-74.978493,8,1,0,0,0,1,0,0,1,0
11499,1982,jeep,1.0,6.0,gas,205619,clean,manual,4wd,fullsize,pickup,brown,3807,39.830107,-74.978493,41,1,0,0,0,0,1,0,0,1
11500,2008,ford,2.0,4.0,gas,125739,clean,automatic,fwd,subcompact,hatchback,blue,5365,37.5385087,-77.43428,15,1,0,0,0,1,0,0,1,0
11501,1994,bmw,1.0,4.0,gas,141396,clean,manual,4wd,midsize,other,red,1228,38.8950368,-77.0365427,29,1,0,0,0,0,1,0,0,1
11502,2013,subaru,5.0,6.0,gas,124381,clean,automatic,4wd,midsize,suv,white,9283,41.7962409,-71.5992372,10,1,0,0,0,0,1,0,1,0
11503,2011,ram,5.0,8.0,gas,144147,clean,automatic,rwd,fullsize,truck,red,18803,39.830107,-74.978493,12,1,0,0,0,0,0,1,1,0
11504,2012,toyota,,8.0,gas,194928,clean,automatic,4wd,fullsize,suv,black,5342,34.627894,-86.902062,11,1,0,0,0,0,1,0,1,0
11505,2011,hyundai,5.0,4.0,gas,94846,clean,automatic,fwd,midsize,sedan,silver,5704,35.7309716,-80.3153309,12,1,0,0,0,1,0,0,1,0
11506,2008,volkswagen,5.0,4.0,gas,93498,clean,automatic,fwd,midsize,suv,black,7532,27.89799165,-82.51906446720005,15,1,0,0,0,1,0,0,1,0
11507,1992,hyundai,2.0,4.0,gas,133303,clean,automatic,fwd,midsize,sedan,grey,6384,39.7683331,-86.1583502,31,1,0,0,0,1,0,0,1,0
11508,2014,ford,5.0,6.0,gas,261639,clean,manual,4wd,fullsize,pickup,white,48246,36.0726355,-79.7919754,9,1,0,0,0,0,1,0,0,1
11509,2010,ram,5.0,8.0,diesel,135401,clean,automatic,4wd,fullsize,truck,black,19838,41.3082138,-72.9250518,13,0,1,0,0,0,1,0,1,0
11510,2010,ford,,8.0,gas,85712,clean,automatic,fwd,fullsize,suv,black,5763,41.5752554,-70.50477828239752,13,1,0,0,0,1,0,0,1,0
11511,2005,ram,5.0,8.0,other,187812,clean,automatic,4wd,midsize,truck,black,14113,35.3738712,-119.0194639,18,0,0,0,0,0,1,0,1,0
11512,2015,chevrolet,,4.0,gas,88530,salvage,other,fwd,midsize,coupe,silver,8827,44.878019050000006,-93.2209280537696,8,1,0,0,0,1,0,0,0,0
11513,2011,ford,5.0,6.0,gas,112056,clean,automatic,fwd,fullsize,sedan,blue,7901,43.157285,-77.615214,12,1,0,0,0,1,0,0,1,0
11514,2005,subaru,,6.0,gas,129891,clean,automatic,4wd,fullsize,suv,black,24098,44.5990718,-72.5002608,18,1,0,0,0,0,1,0,1,0
11515,2004,ram,5.0,8.0,diesel,125098,clean,automatic,4wd,fullsize,truck,black,7001,38.8950368,-77.0365427,19,0,1,0,0,0,1,0,1,0
11516,2016,ford,5.0,4.0,gas,49848,rebuilt,automatic,4wd,midsize,sedan,blue,25555,35.4729886,-97.5170536,7,1,0,0,0,0,1,0,1,0
11517,2012,ford,2.0,6.0,gas,156302,clean,automatic,fwd,midsize,suv,white,6571,38.8950368,-77.0365427,11,1,0,0,0,1,0,0,1,0
11518,2012,honda,5.0,6.0,gas,149807,clean,automatic,4wd,fullsize,suv,black,8746,40.7127281,-74.0060152,11,1,0,0,0,0,1,0,1,0
11519,2011,kia,5.0,4.0,gas,169710,clean,automatic,fwd,midsize,suv,blue,7231,40.4416941,-79.9900861,12,1,0,0,0,1,0,0,1,0
11520,1992,chevrolet,,8.0,gas,21222,clean,manual,rwd,fullsize,suv,purple,6309,38.833496100000005,-77.3042559202443,31,1,0,0,0,0,0,1,0,1
11521,2006,bmw,5.0,6.0,gas,136138,clean,manual,4wd,midsize,coupe,black,5284,36.1672559,-115.148516,17,1,0,0,0,0,1,0,0,1
11522,2016,bmw,5.0,6.0,gas,22279,clean,automatic,4wd,midsize,suv,blue,28735,39.830107,-74.978493,7,1,0,0,0,0,1,0,1,0
11523,1998,other,5.0,8.0,gas,95991,clean,automatic,rwd,midsize,convertible,green,4773,46.4195913,-117.0216144,25,1,0,0,0,0,0,1,1,0
11524,2013,toyota,,4.0,gas,131725,clean,automatic,fwd,midsize,sedan,silver,8739,33.7489924,-84.3902644,10,1,0,0,0,1,0,0,1,0
11525,2008,chevrolet,5.0,6.0,gas,205194,clean,automatic,fwd,fullsize,sedan,grey,5323,38.8950368,-77.0365427,15,1,0,0,0,1,0,0,1,0
11526,2014,bmw,5.0,6.0,gas,46181,rebuilt,other,4wd,midsize,suv,black,7419,32.89651945,-97.0465220537124,9,1,0,0,0,0,1,0,0,0
11527,2018,bmw,,8.0,gas,75745,clean,automatic,4wd,fullsize,suv,black,18810,39.4986462,-119.77333186086474,5,1,0,0,0,0,1,0,1,0
11528,2006,ford,2.0,4.0,gas,250804,clean,automatic,fwd,compact,sedan,red,5253,39.2908816,-76.610759,17,1,0,0,0,1,0,0,1,0
11529,2012,honda,5.0,4.0,gas,164665,clean,automatic,fwd,fullsize,suv,white,3602,45.7874957,-108.49607,11,1,0,0,0,1,0,0,1,0
11530,2011,ram,5.0,6.0,diesel,102720,clean,manual,rwd,fullsize,truck,silver,23902,42.9632425,-85.6678639,12,0,1,0,0,0,0,1,0,1
11531,2012,bmw,2.0,6.0,other,123319,clean,other,rwd,midsize,coupe,silver,9354,37.5385087,-77.43428,11,0,0,0,0,0,0,1,0,0
11532,2008,lexus,5.0,8.0,other,162498,clean,manual,4wd,fullsize,suv,black,5858,36.1672559,-115.148516,15,0,0,0,0,0,1,0,0,1
11533,2013,hyundai,5.0,4.0,gas,154397,clean,automatic,fwd,fullsize,sedan,black,2645,26.2981263,-98.2075117,10,1,0,0,0,1,0,0,1,0
11534,1996,bmw,,6.0,gas,130166,clean,automatic,4wd,midsize,sedan,blue,4730,35.1460249,-90.0517638,27,1,0,0,0,0,1,0,1,0
11535,1985,ford,2.0,8.0,gas,104016,clean,automatic,rwd,fullsize,truck,white,17250,39.830107,-74.978493,38,1,0,0,0,0,0,1,1,0
11536,2005,chevrolet,5.0,6.0,gas,151380,clean,automatic,fwd,midsize,suv,blue,10487,39.830107,-74.978493,18,1,0,0,0,1,0,0,1,0
11537,2016,gmc,5.0,6.0,gas,96829,rebuilt,automatic,4wd,fullsize,truck,black,24538,39.830107,-74.978493,7,1,0,0,0,0,1,0,1,0
11538,2019,other,,4.0,gas,62317,clean,automatic,fwd,compact,sedan,silver,20321,37.5385087,-77.43428,4,1,0,0,0,1,0,0,1,0
11539,2009,toyota,5.0,6.0,gas,208946,clean,manual,4wd,fullsize,suv,silver,16486,42.3554334,-71.060511,14,1,0,0,0,0,1,0,0,1
11540,2010,ford,5.0,6.0,other,221138,clean,automatic,fwd,midsize,suv,white,8535,35.7218038,-113.827117,13,0,0,0,0,1,0,0,1,0
11541,2013,honda,,4.0,gas,166863,clean,automatic,fwd,midsize,sedan,black,5876,40.5997415,-123.8997734,10,1,0,0,0,1,0,0,1,0
11542,2015,volkswagen,5.0,4.0,gas,59320,clean,automatic,fwd,compact,sedan,black,11320,34.0536909,-118.242766,8,1,0,0,0,1,0,0,1,0
11543,2011,volkswagen,2.0,4.0,gas,136384,clean,automatic,fwd,fullsize,sedan,black,9314,41.5910323,-93.6046655,12,1,0,0,0,1,0,0,1,0
11544,2007,cadillac,5.0,4.0,gas,56261,clean,automatic,fwd,midsize,sedan,silver,16227,39.9527237,-75.1635262,16,1,0,0,0,1,0,0,1,0
11545,2011,bmw,5.0,6.0,gas,182335,clean,automatic,fwd,midsize,suv,black,10408,27.89799165,-82.51906446720005,12,1,0,0,0,1,0,0,1,0
11546,2002,gmc,2.0,6.0,diesel,139532,clean,automatic,rwd,fullsize,truck,blue,23800,29.1871986,-82.1400923,21,0,1,0,0,0,0,1,1,0
11547,1991,ford,2.0,8.0,gas,126738,clean,manual,rwd,fullsize,coupe,blue,2629,39.830107,-74.978493,32,1,0,0,0,0,0,1,0,1
11548,2003,nissan,1.0,6.0,gas,120695,clean,other,rwd,fullsize,coupe,blue,3605,43.157285,-77.615214,20,1,0,0,0,0,0,1,0,0
11549,1998,dodge,2.0,6.0,gas,202565,clean,automatic,fwd,fullsize,suv,black,3469,39.9527237,-75.1635262,25,1,0,0,0,1,0,0,1,0
11550,2016,gmc,5.0,8.0,diesel,35924,clean,automatic,4wd,fullsize,suv,white,18132,45.5616075,-94.1642004,7,0,1,0,0,0,1,0,1,0
11551,2009,bmw,5.0,6.0,gas,97718,clean,automatic,rwd,midsize,sedan,brown,7659,39.830107,-74.978493,14,1,0,0,0,0,0,1,1,0
11552,2018,hyundai,,4.0,other,61527,clean,automatic,fwd,midsize,sedan,silver,8271,41.7962409,-71.5992372,5,0,0,0,0,1,0,0,1,0
11553,1983,bmw,1.0,6.0,gas,80819,clean,automatic,rwd,fullsize,coupe,black,4734,29.2108147,-81.0228331,40,1,0,0,0,0,0,1,1,0
11554,2014,ford,2.0,4.0,gas,181691,clean,manual,fwd,fullsize,coupe,purple,6211,34.0536909,-118.242766,9,1,0,0,0,1,0,0,0,1
11555,2009,dodge,5.0,4.0,gas,114146,clean,automatic,fwd,midsize,suv,green,10317,35.7309716,-80.3153309,14,1,0,0,0,1,0,0,1,0
11556,2001,bmw,5.0,6.0,diesel,175609,clean,other,4wd,midsize,suv,black,12319,42.8867166,-78.8783922,22,0,1,0,0,0,1,0,0,0
11557,2014,volkswagen,1.0,4.0,gas,131769,clean,automatic,fwd,compact,sedan,grey,3387,43.074761,-89.3837613,9,1,0,0,0,1,0,0,1,0
11558,2015,toyota,5.0,6.0,gas,81889,clean,automatic,fwd,fullsize,suv,black,17361,43.1524574,-93.2017941,8,1,0,0,0,1,0,0,1,0
11559,2000,jeep,,6.0,gas,129034,clean,automatic,4wd,midsize,suv,blue,23979,43.157285,-77.615214,23,1,0,0,0,0,1,0,1,0
11560,2016,subaru,5.0,4.0,gas,123327,clean,automatic,4wd,midsize,suv,blue,18226,40.7127281,-74.0060152,7,1,0,0,0,0,1,0,1,0
11561,2001,toyota,2.0,4.0,gas,172381,clean,automatic,fwd,compact,pickup,black,4692,39.830107,-74.978493,22,1,0,0,0,1,0,0,1,0
11562,1997,ford,5.0,8.0,gas,123888,clean,manual,4wd,fullsize,truck,red,5042,37.9755648,23.7348324,26,1,0,0,0,0,1,0,0,1
11563,1998,ford,5.0,6.0,gas,156359,clean,automatic,4wd,fullsize,truck,black,24792,43.6008183,-116.24210864118032,25,1,0,0,0,0,1,0,1,0
11564,2011,chevrolet,5.0,4.0,gas,54622,clean,automatic,fwd,midsize,sedan,black,24723,48.7544012,-122.478836,12,1,0,0,0,1,0,0,1,0
11565,2003,bmw,2.0,6.0,gas,163799,clean,manual,rwd,compact,coupe,silver,4740,39.9053187,-84.22024542480268,20,1,0,0,0,0,0,1,0,1
11566,2013,honda,5.0,4.0,gas,231731,clean,automatic,fwd,midsize,sedan,silver,6248,39.830107,-74.978493,10,1,0,0,0,1,0,0,1,0
11567,2010,chevrolet,5.0,6.0,other,87844,rebuilt,automatic,fwd,midsize,coupe,blue,6393,39.2908816,-76.610759,13,0,0,0,0,1,0,0,1,0
11568,2017,mazda,5.0,4.0,gas,98135,clean,automatic,fwd,compact,sedan,blue,7154,48.7544012,-122.478836,6,1,0,0,0,1,0,0,1,0
11569,2010,jeep,,6.0,gas,134939,clean,automatic,4wd,fullsize,suv,black,9859,48.7544012,-122.478836,13,1,0,0,0,0,1,0,1,0
11570,2007,volkswagen,2.0,4.0,gas,298822,clean,manual,fwd,fullsize,hatchback,black,4739,42.8867166,-78.8783922,16,1,0,0,0,1,0,0,0,1
11571,2012,ford,,6.0,gas,97383,clean,automatic,fwd,fullsize,van,blue,7236,32.89651945,-97.0465220537124,11,1,0,0,0,1,0,0,1,0
11572,1987,chevrolet,2.0,8.0,gas,106394,clean,manual,fwd,fullsize,coupe,black,6020,40.85149705,-73.0994258107431,36,1,0,0,0,1,0,0,0,1
11573,2016,ford,5.0,6.0,gas,33203,clean,automatic,4wd,fullsize,pickup,white,22559,33.6956461,-78.8900409,7,1,0,0,0,0,1,0,1,0
11574,2006,bmw,5.0,6.0,gas,104701,clean,automatic,fwd,midsize,sedan,black,9339,33.8583113,-118.0858136,17,1,0,0,0,1,0,0,1,0
11575,2013,ford,5.0,6.0,gas,111801,clean,automatic,4wd,midsize,suv,silver,16432,61.2163129,-149.894852,10,1,0,0,0,0,1,0,1,0
11576,2014,bmw,5.0,6.0,gas,130242,clean,automatic,4wd,midsize,suv,black,35265,19.5938015,-155.42837009716908,9,1,0,0,0,0,1,0,1,0
11577,2010,ford,5.0,4.0,gas,144792,clean,automatic,fwd,fullsize,suv,white,21057,41.33709205,-75.72257122928625,13,1,0,0,0,1,0,0,1,0
11578,2010,ford,5.0,10.0,gas,38593,rebuilt,automatic,rwd,fullsize,truck,black,22515,35.1460249,-90.0517638,13,1,0,0,0,0,0,1,1,0
11579,2013,buick,5.0,4.0,gas,64816,rebuilt,automatic,fwd,midsize,sedan,black,7011,36.198532,-101.1925326,10,1,0,0,0,1,0,0,1,0
11580,2014,honda,,4.0,gas,75945,clean,automatic,fwd,compact,hatchback,grey,5710,35.4729886,-97.5170536,9,1,0,0,0,1,0,0,1,0
11581,2017,nissan,5.0,4.0,gas,35349,rebuilt,automatic,fwd,midsize,sedan,black,27721,41.218369,-95.8164659,6,1,0,0,0,1,0,0,1,0
11582,1998,lincoln,1.0,8.0,gas,245573,clean,manual,4wd,fullsize,suv,silver,2854,30.2711286,-97.7436995,25,1,0,0,0,0,1,0,0,1
11583,2019,kia,5.0,4.0,gas,132101,clean,automatic,fwd,midsize,sedan,black,10078,44.2938381,-88.3698587,4,1,0,0,0,1,0,0,1,0
11584,2005,ford,5.0,6.0,gas,188846,clean,automatic,fwd,midsize,suv,blue,1172,35.6923443,-105.9383707,18,1,0,0,0,1,0,0,1,0
11585,2001,ford,1.0,6.0,gas,195972,clean,automatic,4wd,midsize,sedan,green,12217,42.321246,-88.8235511,22,1,0,0,0,0,1,0,1,0
11586,2011,mercedesbenz,5.0,6.0,gas,65335,lien,automatic,fwd,fullsize,sedan,black,20335,41.31611085,-74.12629189225156,12,1,0,0,0,1,0,0,1,0
11587,2012,ford,5.0,6.0,gas,113852,clean,automatic,4wd,fullsize,van,black,7014,41.7962409,-71.5992372,11,1,0,0,0,0,1,0,1,0
11588,2016,ford,5.0,4.0,gas,204478,clean,automatic,fwd,midsize,sedan,black,1883,40.7127281,-74.0060152,7,1,0,0,0,1,0,0,1,0
11589,2011,ford,1.0,6.0,gas,233648,clean,automatic,fwd,fullsize,suv,blue,7464,41.1232795,-82.2359215,12,1,0,0,0,1,0,0,1,0
11590,2002,bmw,2.0,4.0,gas,63197,clean,manual,fwd,compact,convertible,black,21054,41.8755616,-87.6244212,21,1,0,0,0,1,0,0,0,1
11591,2003,ford,2.0,8.0,gas,161492,clean,automatic,fwd,fullsize,sedan,black,1791,33.7489924,-84.3902644,20,1,0,0,0,1,0,0,1,0
11592,2010,ford,5.0,6.0,gas,109502,clean,automatic,rwd,midsize,van,blue,6466,39.1014537,-84.5124602,13,1,0,0,0,0,0,1,1,0
11593,2012,kia,5.0,4.0,gas,93910,clean,other,fwd,midsize,suv,white,20253,39.7284945,-121.8374777,11,1,0,0,0,1,0,0,0,0
11594,2013,kia,5.0,4.0,gas,120515,clean,automatic,fwd,midsize,sedan,black,8976,45.709097,-68.8590201,10,1,0,0,0,1,0,0,1,0
11595,2014,ford,,6.0,gas,9846,clean,automatic,4wd,fullsize,truck,blue,32153,45.5616075,-94.1642004,9,1,0,0,0,0,1,0,1,0
11596,2008,bmw,2.0,6.0,gas,106702,clean,manual,rwd,compact,sedan,black,6089,33.8583113,-118.0858136,15,1,0,0,0,0,0,1,0,1
11597,2015,toyota,,4.0,gas,55223,rebuilt,automatic,fwd,fullsize,sedan,silver,31609,35.3540209,-120.3757163,8,1,0,0,0,1,0,0,1,0
11598,1985,ford,5.0,8.0,gas,98939,clean,manual,rwd,fullsize,sedan,black,6138,35.287663,-77.6541388,38,1,0,0,0,0,0,1,0,1
11599,2014,toyota,5.0,4.0,gas,108848,rebuilt,automatic,4wd,fullsize,sedan,red,19254,33.0305487,-115.3595666,9,1,0,0,0,0,1,0,1,0
11600,2008,chevrolet,5.0,8.0,gas,94182,clean,automatic,4wd,fullsize,pickup,silver,33951,36.1622767,-86.7742984,15,1,0,0,0,0,1,0,1,0
11601,2008,chevrolet,1.0,8.0,diesel,339180,clean,automatic,4wd,fullsize,truck,green,5244,39.1670396,-86.5342881,15,0,1,0,0,0,1,0,1,0
11602,2013,chevrolet,5.0,4.0,gas,80660,clean,manual,fwd,midsize,hatchback,black,20102,40.1157948,-88.241194,10,1,0,0,0,1,0,0,0,1
11603,2014,bmw,5.0,6.0,gas,97559,clean,automatic,4wd,midsize,suv,black,18369,36.1672559,-115.148516,9,1,0,0,0,0,1,0,1,0
11604,2005,bmw,2.0,6.0,gas,89146,clean,automatic,rwd,fullsize,sedan,white,5673,47.24010645,-122.4120114977263,18,1,0,0,0,0,0,1,1,0
11605,1994,ford,2.0,8.0,gas,127105,clean,manual,rwd,fullsize,sedan,white,4681,33.7500378,-117.8704931,29,1,0,0,0,0,0,1,0,1
11606,2014,chevrolet,5.0,8.0,gas,55263,clean,automatic,4wd,fullsize,suv,black,24043,42.9632425,-85.6678639,9,1,0,0,0,0,1,0,1,0
11607,2012,toyota,5.0,4.0,gas,75687,rebuilt,automatic,fwd,fullsize,sedan,blue,6211,39.830107,-74.978493,11,1,0,0,0,1,0,0,1,0
11608,2013,chevrolet,,4.0,gas,19611,clean,automatic,4wd,fullsize,sedan,red,17870,35.7218038,-113.827117,10,1,0,0,0,0,1,0,1,0
11609,2001,ram,5.0,6.0,gas,256373,clean,automatic,4wd,midsize,pickup,green,13096,27.89799165,-82.51906446720005,22,1,0,0,0,0,1,0,1,0
11610,2012,ram,2.0,6.0,diesel,51475,clean,automatic,4wd,fullsize,suv,black,19870,39.830107,-74.978493,11,0,1,0,0,0,1,0,1,0
11611,2010,chevrolet,5.0,8.0,gas,20738,clean,manual,4wd,fullsize,pickup,red,14148,44.811349,-91.4984941,13,1,0,0,0,0,1,0,0,1
11612,1995,cadillac,5.0,6.0,gas,132094,clean,automatic,rwd,fullsize,suv,black,14342,36.1672559,-115.148516,28,1,0,0,0,0,0,1,1,0
11613,2011,jeep,2.0,8.0,gas,102875,clean,automatic,4wd,fullsize,suv,black,27231,41.5910323,-93.6046655,12,1,0,0,0,0,1,0,1,0
11614,2014,other,5.0,4.0,gas,190273,clean,automatic,fwd,midsize,hatchback,silver,8237,33.0305487,-115.3595666,9,1,0,0,0,1,0,0,1,0
11615,2011,chevrolet,2.0,8.0,other,124357,salvage,automatic,fwd,fullsize,suv,black,21804,42.2713945,-89.093966,12,0,0,0,0,1,0,0,1,0
11616,2010,ford,,4.0,gas,190204,clean,manual,fwd,midsize,hatchback,green,3225,36.8479165,-76.2902105,13,1,0,0,0,1,0,0,0,1
11617,2002,ford,5.0,8.0,gas,135005,clean,manual,4wd,fullsize,truck,silver,22117,38.8950368,-77.0365427,21,1,0,0,0,0,1,0,0,1
11618,2003,bmw,5.0,6.0,gas,161320,clean,manual,fwd,fullsize,sedan,blue,2523,41.33503545,-73.51138199065552,20,1,0,0,0,1,0,0,0,1
11619,2017,hyundai,5.0,4.0,gas,96020,clean,automatic,fwd,compact,sedan,black,6130,45.709097,-68.8590201,6,1,0,0,0,1,0,0,1,0
11620,1992,bmw,2.0,8.0,gas,117416,clean,other,fwd,compact,coupe,black,6259,35.9603948,-83.9210261,31,1,0,0,0,1,0,0,0,0
11621,2010,toyota,5.0,6.0,gas,83185,clean,automatic,fwd,fullsize,other,silver,10523,41.4996574,-81.6936772,13,1,0,0,0,1,0,0,1,0
11622,2012,ford,,6.0,gas,83962,salvage,automatic,fwd,fullsize,sedan,black,6244,35.9603948,-83.9210261,11,1,0,0,0,1,0,0,1,0
11623,2011,ford,5.0,6.0,gas,103130,clean,automatic,rwd,midsize,sedan,grey,25784,41.8755616,-87.6244212,12,1,0,0,0,0,0,1,1,0
11624,2012,bmw,2.0,4.0,gas,97412,clean,manual,fwd,compact,coupe,silver,7343,33.4484367,-112.074141,11,1,0,0,0,1,0,0,0,1
11625,2004,bmw,5.0,8.0,gas,20764,clean,other,rwd,midsize,convertible,red,25637,40.08067,-76.2411283,19,1,0,0,0,0,0,1,0,0
11626,1962,chevrolet,1.0,8.0,gas,99960,clean,manual,rwd,fullsize,coupe,brown,4478,29.1871986,-82.1400923,61,1,0,0,0,0,0,1,0,1
11627,2011,ford,2.0,8.0,gas,-1,clean,automatic,4wd,fullsize,truck,brown,8428,38.2542376,-85.759407,12,1,0,0,0,0,1,0,1,0
11628,2012,ford,5.0,4.0,gas,122322,clean,automatic,fwd,compact,sedan,silver,10637,38.8950368,-77.0365427,11,1,0,0,0,1,0,0,1,0
11629,2008,bmw,,6.0,diesel,68066,clean,manual,4wd,fullsize,suv,black,37001,43.074761,-89.3837613,15,0,1,0,0,0,1,0,0,1
11630,2012,chevrolet,2.0,8.0,gas,99612,clean,automatic,4wd,fullsize,truck,black,5497,44.878019050000006,-93.2209280537696,11,1,0,0,0,0,1,0,1,0
11631,2006,hyundai,5.0,4.0,gas,263104,clean,automatic,fwd,midsize,sedan,red,6801,35.7309716,-80.3153309,17,1,0,0,0,1,0,0,1,0
11632,2005,ford,5.0,6.0,gas,124672,clean,automatic,4wd,fullsize,truck,black,22476,26.53294975,-81.75880562612211,18,1,0,0,0,0,1,0,1,0
11633,2014,hyundai,,4.0,gas,128132,clean,automatic,fwd,compact,sedan,black,4315,32.7174202,-117.1627728,9,1,0,0,0,1,0,0,1,0
11634,2006,chevrolet,5.0,8.0,gas,194497,clean,manual,4wd,fullsize,other,silver,5994,-28.1677446,153.5352458,17,1,0,0,0,0,1,0,0,1
11635,1997,bmw,1.0,6.0,gas,132217,clean,manual,fwd,compact,sedan,green,5519,35.1460249,-90.0517638,26,1,0,0,0,1,0,0,0,1
11636,2012,bmw,,6.0,gas,118742,clean,manual,rwd,midsize,coupe,black,30658,38.1443725,-92.65947435867776,11,1,0,0,0,0,0,1,0,1
11637,2015,hyundai,5.0,4.0,gas,77580,clean,automatic,fwd,fullsize,sedan,black,6782,42.2612043,-71.7950711,8,1,0,0,0,1,0,0,1,0
11638,1989,bmw,5.0,8.0,gas,308,clean,automatic,rwd,fullsize,coupe,black,14393,31.7550511,-106.4882345,34,1,0,0,0,0,0,1,1,0
11639,2014,volkswagen,,4.0,gas,111413,rebuilt,automatic,fwd,compact,sedan,blue,10975,39.830107,-74.978493,9,1,0,0,0,1,0,0,1,0
11640,2012,ford,5.0,4.0,gas,108174,clean,manual,fwd,midsize,sedan,black,7391,42.8867166,-78.8783922,11,1,0,0,0,1,0,0,0,1
11641,2012,chevrolet,,8.0,gas,99376,clean,automatic,4wd,fullsize,suv,black,18232,41.33503545,-73.51138199065552,11,1,0,0,0,0,1,0,1,0
11642,2015,chevrolet,,8.0,gas,9182,clean,automatic,4wd,fullsize,truck,black,35876,41.4996574,-81.6936772,8,1,0,0,0,0,1,0,1,0
11643,1995,bmw,,8.0,gas,102702,clean,automatic,rwd,midsize,sedan,black,15847,34.0536909,-118.242766,28,1,0,0,0,0,0,1,1,0
11644,2011,volkswagen,5.0,4.0,gas,114508,salvage,automatic,fwd,compact,sedan,black,7180,39.830107,-74.978493,12,1,0,0,0,1,0,0,1,0
11645,2015,ford,5.0,8.0,gas,62776,clean,automatic,rwd,fullsize,truck,white,19176,36.1563122,-95.9927516,8,1,0,0,0,0,0,1,1,0
11646,2013,ford,5.0,8.0,gas,7987,clean,automatic,4wd,fullsize,truck,blue,16764,41.5752554,-70.50477828239752,10,1,0,0,0,0,1,0,1,0
11647,2013,bmw,5.0,6.0,other,219620,clean,automatic,fwd,midsize,sedan,black,10996,46.8317305,-96.7914886,10,0,0,0,0,1,0,0,1,0
11648,2004,ford,1.0,6.0,gas,210413,clean,automatic,fwd,fullsize,suv,custom,7384,32.3140354,-106.779807,19,1,0,0,0,1,0,0,1,0
11649,2013,volkswagen,5.0,4.0,gas,100535,clean,automatic,fwd,midsize,sedan,blue,4093,40.5863563,-122.391675,10,1,0,0,0,1,0,0,1,0
11650,2006,nissan,2.0,4.0,gas,295691,clean,automatic,fwd,midsize,suv,white,6837,39.830107,-74.978493,17,1,0,0,0,1,0,0,1,0
11651,2010,chevrolet,5.0,6.0,gas,74723,rebuilt,automatic,fwd,fullsize,suv,white,27671,61.2163129,-149.894852,13,1,0,0,0,1,0,0,1,0
